,country,date,new_cases,cumulative_cases
1287,Saint Vincent and the Grenadines,2023-01-31,85,640936
1288,Samoa,2020-01-31,0,0
1289,Samoa,2020-07-31,0,0
1290,Samoa,2021-01-31,1,61
1291,Samoa,2021-07-31,0,181
1292,Samoa,2022-01-31,31,467
1293,Samoa,2022-07-31,15373,1416177
1294,Samoa,2023-01-31,537,1072870
1295,San Marino,2020-01-31,0,0
1296,San Marino,2020-07-31,718,78572
1297,San Marino,2021-01-31,2365,256840
1298,San Marino,2021-07-31,2108,849199
1299,San Marino,2022-01-31,7803,1219662
1300,San Marino,2022-07-31,6907,2970293
1301,San Marino,2023-01-31,1101,1388475
1302,Sao Tome and Principe,2020-01-31,0,0
1303,Sao Tome and Principe,2020-07-31,870,50142
1304,Sao Tome and Principe,2021-01-31,386,178273
1305,Sao Tome and Principe,2021-07-31,1190,390521
1306,Sao Tome and Principe,2022-01-31,3439,667079
1307,Sao Tome and Principe,2022-07-31,215,1082321
1308,Sao Tome and Principe,2023-01-31,136,419348
1309,Saudi Arabia,2020-01-31,0,0
1310,Saudi Arabia,2020-07-31,274219,13182996
1311,Saudi Arabia,2021-01-31,93594,62598728
1312,Saudi Arabia,2021-07-31,156771,77507512
1313,Saudi Arabia,2022-01-31,158469,102586030
1314,Saudi Arabia,2022-07-31,126396,137925013
1315,Saudi Arabia,2023-01-31,7678,55332277
1316,Senegal,2020-01-31,0,0
1317,Senegal,2020-07-31,10106,496829
1318,Senegal,2021-01-31,16107,2984448
1319,Senegal,2021-07-31,35032,7271151
1320,Senegal,2022-01-31,23691,13675161
1321,Senegal,2022-07-31,2406,15571504
1322,Senegal,2023-01-31,1135,5988011
1323,Serbia,2020-01-31,0,0
1324,Serbia,2020-07-31,25213,1451917
1325,Serbia,2021-01-31,368684,25520611
1326,Serbia,2021-07-31,327723,113107799
1327,Serbia,2022-01-31,940826,200807708
1328,Serbia,2022-07-31,456227,358129737
1329,Serbia,2023-01-31,254673,154767323
1330,Seychelles,2020-01-31,0,0
1331,Seychelles,2020-07-31,126,4689
1332,Seychelles,2021-01-31,1098,45284
1333,Seychelles,2021-07-31,17104,1528550
1334,Seychelles,2022-01-31,18794,4306402
1335,Seychelles,2022-07-31,8307,7646588
1336,Seychelles,2023-01-31,1712,3138699
1337,Sierra Leone,2020-01-31,0,0
1338,Sierra Leone,2020-07-31,1818,101321
1339,Sierra Leone,2021-01-31,1710,435419
1340,Sierra Leone,2021-07-31,2751,801438
1341,Sierra Leone,2022-01-31,1343,1211541
1342,Sierra Leone,2022-07-31,111,1390214
1343,Sierra Leone,2023-01-31,18,526697
1344,Singapore,2020-01-31,13,47
1345,Singapore,2020-07-31,51796,3657002
1346,Singapore,2021-01-31,7698,10613459
1347,Singapore,2021-07-31,5354,11098662
1348,Singapore,2022-01-31,283469,33617859
1349,Singapore,2022-07-31,1360620,206011629
1350,Singapore,2023-01-31,227320,124964844
1351,Sint Eustatius,2020-01-31,0,0
1352,Sint Eustatius,2020-07-31,3,251
1353,Sint Eustatius,2021-01-31,17,2348
1354,Sint Eustatius,2021-07-31,0,3620
1355,Sint Eustatius,2022-01-31,305,10660
1356,Sint Eustatius,2022-07-31,789,143050
1357,Sint Eustatius,2023-01-31,82,79890
1358,Sint Maarten,2020-01-31,0,0
1359,Sint Maarten,2020-07-31,126,8918
1360,Sint Maarten,2021-01-31,1696,164090
1361,Sint Maarten,2021-07-31,938,414973
1362,Sint Maarten,2022-01-31,6469,870962
1363,Sint Maarten,2022-07-31,1512,1816004
1364,Sint Maarten,2023-01-31,124,735905
1365,Slovakia,2020-01-31,0,0
1366,Slovakia,2020-07-31,2292,185302
1367,Slovakia,2021-01-31,247621,14888224
1368,Slovakia,2021-07-31,142734,65379571
1369,Slovakia,2022-01-31,615494,107190135
1370,Slovakia,2022-07-31,809638,302433190
1371,Slovakia,2023-01-31,28750,124737965
1372,Slovenia,2020-01-31,0,0
1373,Slovenia,2020-07-31,2140,192532
1374,Slovenia,2021-01-31,163846,9806611
1375,Slovenia,2021-07-31,93175,41504110
1376,Slovenia,2022-01-31,443296,68111888
1377,Slovenia,2022-07-31,380473,177163549
1378,Slovenia,2023-01-31,114261,77118811
1379,Solomon Islands,2020-01-31,0,0
1380,Solomon Islands,2020-07-31,0,0
1381,Solomon Islands,2021-01-31,17,1593
1382,Solomon Islands,2021-07-31,3,3488
1383,Solomon Islands,2022-01-31,1163,10009
1384,Solomon Islands,2022-07-31,20361,2644053
1385,Solomon Islands,2023-01-31,0,1464992
1386,Somalia,2020-01-31,0,0
1387,Somalia,2020-07-31,3212,216362
1388,Somalia,2021-01-31,1572,740591
1389,Somalia,2021-07-31,10574,2182545
1390,Somalia,2022-01-31,10030,3874688
1391,Somalia,2022-07-31,1569,4801120
1392,Somalia,2023-01-31,259,1841939
1393,South Africa,2020-01-31,0,0
1394,South Africa,2020-07-31,482169,12581819
1395,South Africa,2021-01-31,967067,149001871
1396,South Africa,2021-07-31,985800,308632679
1397,South Africa,2022-01-31,1168820,554519349
1398,South Africa,2022-07-31,401268,692615275
1399,South Africa,2023-01-31,15018,272848960
1400,South Sudan,2020-01-31,0,0
1401,South Sudan,2020-07-31,2381,130722
1402,South Sudan,2021-01-31,1656,551135
1403,South Sudan,2021-07-31,7019,1754678
1404,South Sudan,2022-01-31,5738,2384280
1405,South Sudan,2022-07-31,986,3148949
1406,South Sudan,2023-01-31,0,1209040
1407,Spain,2020-01-31,5,80
1408,Spain,2020-07-31,297471,29645400
1409,Spain,2021-01-31,2534236,235666518
1410,Spain,2021-07-31,1672031,642092438
1411,Spain,2022-01-31,5662526,1038553585
1412,Spain,2022-07-31,3060330,2165795258
1413,Spain,2023-01-31,204499,907416918
1414,Sri Lanka,2020-01-31,5,21
1415,Sri Lanka,2020-07-31,2810,177461
1416,Sri Lanka,2021-01-31,61342,3596563
1417,Sri Lanka,2021-07-31,244655,27874801
1418,Sri Lanka,2022-01-31,302373,95489225
1419,Sri Lanka,2022-07-31,54554,118952308
1420,Sri Lanka,2023-01-31,5099,45523998
1421,Sudan,2020-01-31,0,0
1422,Sudan,2020-07-31,11579,623618
1423,Sudan,2021-01-31,17871,3222774
1424,Sudan,2021-07-31,8041,6128129
1425,Sudan,2022-01-31,20717,7807764
1426,Sudan,2022-07-31,4866,11210553
1427,Sudan,2023-01-31,265,4300650
1428,Suriname,2020-01-31,0,0
1429,Suriname,2020-07-31,1607,35538
1430,Suriname,2021-01-31,6757,934806
1431,Suriname,2021-07-31,16854,2460261
1432,Suriname,2022-01-31,47944,8313254
1433,Suriname,2022-07-31,7804,14369761
1434,Suriname,2023-01-31,148,5510772
1435,Sweden,2020-01-31,1,1
1436,Sweden,2020-07-31,76383,5111419
1437,Sweden,2021-01-31,494674,40664932
1438,Sweden,2021-07-31,528895,164788696
1439,Sweden,2022-01-31,1043909,229881703
1440,Sweden,2022-07-31,397917,449328064
1441,Sweden,2023-01-31,59374,174749970
1442,Switzerland,2020-01-31,0,0
1443,Switzerland,2020-07-31,35281,3874846
1444,Switzerland,2021-01-31,487049,40790447
1445,Switzerland,2021-07-31,193409,115669447
1446,Switzerland,2022-01-31,1509561,192379947
1447,Switzerland,2022-07-31,1726333,621364994
1448,Switzerland,2023-01-31,157531,274408739
1449,Syrian Arab Republic,2020-01-31,0,0
1450,Syrian Arab Republic,2020-07-31,738,23103
1451,Syrian Arab Republic,2021-01-31,13260,1203477
1452,Syrian Arab Republic,2021-07-31,11956,3840354
1453,Syrian Arab Republic,2022-01-31,25387,7413792
1454,Syrian Arab Republic,2022-07-31,4938,10013949
1455,Syrian Arab Republic,2023-01-31,1040,3875018
1456,Tajikistan,2020-01-31,0,0
1457,Tajikistan,2020-07-31,7366,405031
1458,Tajikistan,2021-01-31,6348,2018795
1459,Tajikistan,2021-07-31,1768,2508834
1460,Tajikistan,2022-01-31,2224,3187344
1461,Tajikistan,2022-07-31,80,3218716
1462,Tajikistan,2023-01-31,0,1209448
1463,Thailand,2020-01-31,23,159
1464,Thailand,2020-07-31,3287,379656
1465,Thailand,2021-01-31,15472,961816
1466,Thailand,2021-07-31,578505,24656715
1467,Thailand,2022-01-31,1843255,326382707
1468,Thailand,2022-07-31,2149634,705868839
1469,Thailand,2023-01-31,91956,316195907
1470,The United Kingdom,2020-01-31,0,0
1471,The United Kingdom,2020-07-31,304064,27239755
1472,The United Kingdom,2021-01-31,3576665,252051596
1473,The United Kingdom,2021-07-31,2093279,833328271
1474,The United Kingdom,2022-01-31,11453823,1833582324
1475,The United Kingdom,2022-07-31,5914403,3863017801
1476,The United Kingdom,2023-01-31,393043,1600621098
1477,Timor-Leste,2020-01-31,0,0
1478,Timor-Leste,2020-07-31,24,2584
1479,Timor-Leste,2021-01-31,46,6156
1480,Timor-Leste,2021-07-31,10828,750751
1481,Timor-Leste,2022-01-31,9048,3404124
1482,Timor-Leste,2022-07-31,3058,4106839
1483,Timor-Leste,2023-01-31,264,1575523
1484,Togo,2020-01-31,0,0
1485,Togo,2020-07-31,927,50157
1486,Togo,2021-01-31,4114,459430
1487,Togo,2021-07-31,10583,2057712
1488,Togo,2022-01-31,20867,4782684
1489,Togo,2022-07-31,1593,6713278
1490,Togo,2023-01-31,1075,2623147
1491,Tokelau,2020-01-31,0,0
1492,Tokelau,2020-07-31,0,0
1493,Tokelau,2021-01-31,0,0
1494,Tokelau,2021-07-31,0,0
1495,Tokelau,2022-01-31,0,0
1496,Tokelau,2022-07-31,0,0
1497,Tokelau,2023-01-31,0,0
1498,Tonga,2020-01-31,0,0
1499,Tonga,2020-07-31,0,0
1500,Tonga,2021-01-31,0,0
1501,Tonga,2021-07-31,0,0
1502,Tonga,2022-01-31,1,94
1503,Tonga,2022-07-31,12553,1429999
1504,Tonga,2023-01-31,3628,1029093
1505,Trinidad and Tobago,2020-01-31,0,0
1506,Trinidad and Tobago,2020-07-31,157,15350
1507,Trinidad and Tobago,2021-01-31,7376,896249
1508,Trinidad and Tobago,2021-07-31,30714,3163227
1509,Trinidad and Tobago,2022-01-31,72943,11888712
1510,Trinidad and Tobago,2022-07-31,59982,26677232
1511,Trinidad and Tobago,2023-01-31,12652,12149983
1512,Tunisia,2020-01-31,0,0
1513,Tunisia,2020-07-31,1535,131828
1514,Tunisia,2021-01-31,205933,12861965
1515,Tunisia,2021-07-31,382097,59440307
1516,Tunisia,2022-01-31,317674,130646343
1517,Tunisia,2022-07-31,221454,187311113
1518,Tunisia,2023-01-31,17136,77675287
1519,Turkmenistan,2020-01-31,0,0
1520,Turkmenistan,2020-07-31,0,0
1521,Turkmenistan,2021-01-31,0,0
1522,Turkmenistan,2021-07-31,0,0
1523,Turkmenistan,2022-01-31,0,0
1524,Turkmenistan,2022-07-31,0,0
1525,Turkmenistan,2023-01-31,0,0
1526,Turks and Caicos Islands,2020-01-31,0,0
1527,Turks and Caicos Islands,2020-07-31,104,3278
1528,Turks and Caicos Islands,2021-01-31,1355,128865
1529,Turks and Caicos Islands,2021-07-31,1022,413751
1530,Turks and Caicos Islands,2022-01-31,3246,586781
1531,Turks and Caicos Islands,2022-07-31,576,1089856
1532,Turks and Caicos Islands,2023-01-31,77,432531
1533,Tuvalu,2020-01-31,0,0
1534,Tuvalu,2020-07-31,0,0
1535,Tuvalu,2021-01-31,0,0
1536,Tuvalu,2021-07-31,0,0
1537,Tuvalu,2022-01-31,0,0
1538,Tuvalu,2022-07-31,8,330
1539,Tuvalu,2023-01-31,12,1096
1540,Türkiye,2020-01-31,0,0
1541,Türkiye,2020-07-31,250081,18631464
1542,Türkiye,2021-01-31,2220820,223837501
1543,Türkiye,2021-07-31,3233812,773899646
1544,Türkiye,2022-01-31,5821908,1482908100
1545,Türkiye,2022-07-31,4362874,2660831273
1546,Türkiye,2023-01-31,984298,1137771842
1547,Uganda,2020-01-31,0,0
1548,Uganda,2020-07-31,1154,58900
1549,Uganda,2021-01-31,38425,3090599
1550,Uganda,2021-07-31,54616,9704852
1551,Uganda,2022-01-31,67734,23536098
1552,Uganda,2022-07-31,6409,29807351
1553,Uganda,2023-01-31,782,11483367
1554,Ukraine,2020-01-31,0,0
1555,Ukraine,2020-07-31,69884,3433068
1556,Ukraine,2021-01-31,1149571,97255529
1557,Ukraine,2021-07-31,1033330,341944217
1558,Ukraine,2022-01-31,1811710,547543250
1559,Ukraine,2022-07-31,959215,890304194
1560,Ukraine,2023-01-31,153507,345598898
1561,United Arab Emirates,2020-01-31,8,24
1562,United Arab Emirates,2020-07-31,60215,3839093
1563,United Arab Emirates,2021-01-31,240438,25923276
1564,United Arab Emirates,2021-07-31,378660,92917615
1565,United Arab Emirates,2022-01-31,163709,136702619
1566,United Arab Emirates,2022-07-31,147370,164286871
1567,United Arab Emirates,2023-01-31,39026,68985644
1568,United Republic of Tanzania,2020-01-31,0,0
1569,United Republic of Tanzania,2020-07-31,509,50896
1570,United Republic of Tanzania,2021-01-31,0,93656
1571,United Republic of Tanzania,2021-07-31,858,104699
1572,United Republic of Tanzania,2022-01-31,31863,4812201
1573,United Republic of Tanzania,2022-07-31,4635,6269089
1574,United Republic of Tanzania,2023-01-31,1648,2646584
1575,United States Virgin Islands,2020-01-31,0,0
1576,United States Virgin Islands,2020-07-31,398,13139
1577,United States Virgin Islands,2021-01-31,2000,268989
1578,United States Virgin Islands,2021-07-31,2116,587573
1579,United States Virgin Islands,2022-01-31,10332,1433308
1580,United States Virgin Islands,2022-07-31,6929,3216287
1581,United States Virgin Islands,2023-01-31,1423,1538241
1582,United States of America,2020-01-31,8,57
1583,United States of America,2020-07-31,4490804,238160397
1584,United States of America,2021-01-31,21372270,2177045878
1585,United States of America,2021-07-31,8816641,5655594273
1586,United States of America,2022-01-31,39299653,8704610622
1587,United States of America,2022-07-31,16253477,14815784968
1588,United States of America,2023-01-31,5028012,6337107244
1589,Uruguay,2020-01-31,0,0
1590,Uruguay,2020-07-31,1237,97186
1591,Uruguay,2021-01-31,39292,1542627
1592,Uruguay,2021-07-31,340658,37223410
1593,Uruguay,2022-01-31,272666,75708367
1594,Uruguay,2022-07-31,317875,161509705
1595,Uruguay,2023-01-31,14718,66620329
1596,Uzbekistan,2020-01-31,0,0
1597,Uzbekistan,2020-07-31,23558,754764
1598,Uzbekistan,2021-01-31,55153,11306466
1599,Uzbekistan,2021-07-31,50616,17144313
1600,Uzbekistan,2022-01-31,93681,33249227
1601,Uzbekistan,2022-07-31,20085,43108155
1602,Uzbekistan,2023-01-31,1203,16579798
1603,Vanuatu,2020-01-31,0,0
1604,Vanuatu,2020-07-31,0,0
1605,Vanuatu,2021-01-31,1,82
1606,Vanuatu,2021-07-31,2,473
1607,Vanuatu,2022-01-31,4,845
1608,Vanuatu,2022-07-31,11718,1126823
1609,Vanuatu,2023-01-31,249,805690
1610,Venezuela (Bolivarian Republic of),2020-01-31,0,0
1611,Venezuela (Bolivarian Republic of),2020-07-31,17159,446403
1612,Venezuela (Bolivarian Republic of),2021-01-31,108617,15313121
1613,Venezuela (Bolivarian Republic of),2021-07-31,178021,36697759
1614,Venezuela (Bolivarian Republic of),2022-01-31,177578,72710449
1615,Venezuela (Bolivarian Republic of),2022-07-31,53531,94160374
1616,Venezuela (Bolivarian Republic of),2023-01-31,10001,36858076
1617,Viet Nam,2020-01-31,2,14
1618,Viet Nam,2020-07-31,507,42071
1619,Viet Nam,2021-01-31,1272,223598
1620,Viet Nam,2021-07-31,139341,2457581
1621,Viet Nam,2022-01-31,2121931,193330486
1622,Viet Nam,2022-07-31,8511626,1571201595
1623,Viet Nam,2023-01-31,708850,773713223
1624,Wallis and Futuna,2020-01-31,0,0
1625,Wallis and Futuna,2020-07-31,0,0
1626,Wallis and Futuna,2021-01-31,5,304
1627,Wallis and Futuna,2021-07-31,448,61411
1628,Wallis and Futuna,2022-01-31,0,83352
1629,Wallis and Futuna,2022-07-31,308,84580
1630,Wallis and Futuna,2023-01-31,0,51748
1631,Yemen,2020-01-31,0,0
1632,Yemen,2020-07-31,1730,72424
1633,Yemen,2021-01-31,394,374087
1634,Yemen,2021-07-31,4934,945236
1635,Yemen,2022-01-31,3961,1708738
1636,Yemen,2022-07-31,858,2131986
1637,Yemen,2023-01-31,62,810595
1638,Zambia,2020-01-31,0,0
1639,Zambia,2020-07-31,5555,149653
1640,Zambia,2021-01-31,47797,3346869
1641,Zambia,2021-07-31,141744,19216860
1642,Zambia,2022-01-31,109826,41009767
1643,Zambia,2022-07-31,24561,57777785
1644,Zambia,2023-01-31,4072,22607508
1645,Zimbabwe,2020-01-31,0,0
1646,Zimbabwe,2020-07-31,3092,59852
1647,Zimbabwe,2021-01-31,30179,2031530
1648,Zimbabwe,2021-07-31,74219,8087173
1649,Zimbabwe,2022-01-31,121970,27999471
1650,Zimbabwe,2022-07-31,26918,44740398
1651,Zimbabwe,2023-01-31,1139,17466855
1652,"occupied Palestinian territory, including east Jerusalem",2020-01-31,0,0
1653,"occupied Palestinian territory, including east Jerusalem",2020-07-31,14838,319987
1654,"occupied Palestinian territory, including east Jerusalem",2021-01-31,163678,15204283
1655,"occupied Palestinian territory, including east Jerusalem",2021-07-31,167062,52958731
1656,"occupied Palestinian territory, including east Jerusalem",2022-01-31,179138,79971265
1657,"occupied Palestinian territory, including east Jerusalem",2022-07-31,157380,117827259
1658,"occupied Palestinian territory, including east Jerusalem",2023-01-31,20708,47598869
