Port Name,Administrative Approach Rank,"Total
Points",Statistic Approach Rank,IndeX Value,Economy Label,Period,Period Label,Year,Frequency,Frequency Label,Economy,CommercialMarket,CommercialMarket Label,Number of port calls,Number of port calls Footnote
JACKSONVILLE,100,44.256,94,17.677,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
JACKSONVILLE,100,44.256,94,17.677,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
LONG BEACH,369,-952.47,370,-348.928,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
LONG BEACH,369,-952.47,370,-348.928,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
LONG BEACH,369,-952.47,370,-348.928,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
LONG BEACH,369,-952.47,370,-348.928,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
LONG BEACH,369,-952.47,370,-348.928,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
LONG BEACH,369,-952.47,370,-348.928,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
LONG BEACH,369,-952.47,370,-348.928,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
LONG BEACH,369,-952.47,370,-348.928,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
LONG BEACH,369,-952.47,370,-348.928,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
LOS ANGELES,370,-954.086,369,-281.841,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
LOS ANGELES,370,-954.086,369,-281.841,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
LOS ANGELES,370,-954.086,369,-281.841,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
LOS ANGELES,370,-954.086,369,-281.841,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
LOS ANGELES,370,-954.086,369,-281.841,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
LOS ANGELES,370,-954.086,369,-281.841,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
LOS ANGELES,370,-954.086,369,-281.841,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
LOS ANGELES,370,-954.086,369,-281.841,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
LOS ANGELES,370,-954.086,369,-281.841,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
MIAMI,29,105.762,39,40.559,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
MIAMI,29,105.762,39,40.559,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
MIAMI,29,105.762,39,40.559,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
MIAMI,29,105.762,39,40.559,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
MIAMI,29,105.762,39,40.559,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
MIAMI,29,105.762,39,40.559,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
MIAMI,29,105.762,39,40.559,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
MIAMI,29,105.762,39,40.559,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
MIAMI,29,105.762,39,40.559,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
MOBILE,163,15.366,150,7.384,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
MOBILE,163,15.366,150,7.384,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
MOBILE,163,15.366,150,7.384,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
MOBILE,163,15.366,150,7.384,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
MOBILE,163,15.366,150,7.384,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
MOBILE,163,15.366,150,7.384,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
MOBILE,163,15.366,150,7.384,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
MOBILE,163,15.366,150,7.384,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
MOBILE,163,15.366,150,7.384,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
NEW ORLEANS,115,34.153,108,15.404,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
NEW ORLEANS,115,34.153,108,15.404,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
NEW ORLEANS,115,34.153,108,15.404,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
NEW ORLEANS,115,34.153,108,15.404,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
NEW ORLEANS,115,34.153,108,15.404,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
NEW ORLEANS,115,34.153,108,15.404,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
NEW ORLEANS,115,34.153,108,15.404,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
NEW ORLEANS,115,34.153,108,15.404,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
NEW ORLEANS,115,34.153,108,15.404,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
NEW YORK AND NEW JERSEY,251,-4.321,251,-2.159,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
NEW YORK AND NEW JERSEY,251,-4.321,251,-2.159,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
NEW YORK AND NEW JERSEY,251,-4.321,251,-2.159,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
NEW YORK AND NEW JERSEY,251,-4.321,251,-2.159,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
NEW YORK AND NEW JERSEY,251,-4.321,251,-2.159,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
NEW YORK AND NEW JERSEY,251,-4.321,251,-2.159,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
NEW YORK AND NEW JERSEY,251,-4.321,251,-2.159,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
NEW YORK AND NEW JERSEY,251,-4.321,251,-2.159,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
NEW YORK AND NEW JERSEY,251,-4.321,251,-2.159,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
OAKLAND,359,-207.413,360,-95.795,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
OAKLAND,359,-207.413,360,-95.795,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
OAKLAND,359,-207.413,360,-95.795,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
OAKLAND,359,-207.413,360,-95.795,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
OAKLAND,359,-207.413,360,-95.795,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
OAKLAND,359,-207.413,360,-95.795,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
OAKLAND,359,-207.413,360,-95.795,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
OAKLAND,359,-207.413,360,-95.795,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
OAKLAND,359,-207.413,360,-95.795,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
PHILADELPHIA,55,74.759,58,28.729,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
PHILADELPHIA,55,74.759,58,28.729,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
PHILADELPHIA,55,74.759,58,28.729,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
PHILADELPHIA,55,74.759,58,28.729,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
PHILADELPHIA,55,74.759,58,28.729,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
PHILADELPHIA,55,74.759,58,28.729,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
PHILADELPHIA,55,74.759,58,28.729,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
PHILADELPHIA,55,74.759,58,28.729,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
PHILADELPHIA,55,74.759,58,28.729,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
PORT EVERGLADES,116,33.709,102,16.769,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
PORT EVERGLADES,116,33.709,102,16.769,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
PORT EVERGLADES,116,33.709,102,16.769,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
PORT EVERGLADES,116,33.709,102,16.769,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
PORT EVERGLADES,116,33.709,102,16.769,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
PORT EVERGLADES,116,33.709,102,16.769,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
PORT EVERGLADES,116,33.709,102,16.769,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
PORT EVERGLADES,116,33.709,102,16.769,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
PORT EVERGLADES,116,33.709,102,16.769,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
PORT OF VIRGINIA,23,118.295,27,50.444,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
PORT OF VIRGINIA,23,118.295,27,50.444,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
PORT OF VIRGINIA,23,118.295,27,50.444,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
PORT OF VIRGINIA,23,118.295,27,50.444,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
PORT OF VIRGINIA,23,118.295,27,50.444,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
PORT OF VIRGINIA,23,118.295,27,50.444,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
PORT OF VIRGINIA,23,118.295,27,50.444,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
PORT OF VIRGINIA,23,118.295,27,50.444,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
PORT OF VIRGINIA,23,118.295,27,50.444,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
PORT TAMPA BAY,64,64.318,66,24.194,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
PORT TAMPA BAY,64,64.318,66,24.194,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
PORT TAMPA BAY,64,64.318,66,24.194,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
PORT TAMPA BAY,64,64.318,66,24.194,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
PORT TAMPA BAY,64,64.318,66,24.194,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
PORT TAMPA BAY,64,64.318,66,24.194,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
PORT TAMPA BAY,64,64.318,66,24.194,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
PORT TAMPA BAY,64,64.318,66,24.194,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
PORT TAMPA BAY,64,64.318,66,24.194,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
PORT VICTORIA,289,-25.449,298,-12.337,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
PORT VICTORIA,289,-25.449,298,-12.337,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
PORT VICTORIA,289,-25.449,298,-12.337,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
PORT VICTORIA,289,-25.449,298,-12.337,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
PORT VICTORIA,289,-25.449,298,-12.337,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
PORT VICTORIA,289,-25.449,298,-12.337,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
PORT VICTORIA,289,-25.449,298,-12.337,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
PORT VICTORIA,289,-25.449,298,-12.337,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
PORT VICTORIA,289,-25.449,298,-12.337,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
SAN VICENTE,166,14.418,162,6.011,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
SAN VICENTE,166,14.418,162,6.011,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
SAN VICENTE,166,14.418,162,6.011,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
SAN VICENTE,166,14.418,162,6.011,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
SAN VICENTE,166,14.418,162,6.011,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
SAN VICENTE,166,14.418,162,6.011,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
SAN VICENTE,166,14.418,162,6.011,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
SAN VICENTE,166,14.418,162,6.011,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
SAN VICENTE,166,14.418,162,6.011,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
SAVANNAH,367,-464.721,367,-217.103,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
SAVANNAH,367,-464.721,367,-217.103,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
SAVANNAH,367,-464.721,367,-217.103,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
SAVANNAH,367,-464.721,367,-217.103,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
SAVANNAH,367,-464.721,367,-217.103,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
SAVANNAH,367,-464.721,367,-217.103,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
SAVANNAH,367,-464.721,367,-217.103,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
SAVANNAH,367,-464.721,367,-217.103,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
SAVANNAH,367,-464.721,367,-217.103,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
SEATTLE,336,-92.888,322,-25.648,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
SEATTLE,336,-92.888,322,-25.648,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
SEATTLE,336,-92.888,322,-25.648,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
SEATTLE,336,-92.888,322,-25.648,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
SEATTLE,336,-92.888,322,-25.648,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
SEATTLE,336,-92.888,322,-25.648,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
SEATTLE,336,-92.888,322,-25.648,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
SEATTLE,336,-92.888,322,-25.648,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
SEATTLE,336,-92.888,322,-25.648,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
TACOMA,345,-119.152,341,-45.529,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
TACOMA,345,-119.152,341,-45.529,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
TACOMA,345,-119.152,341,-45.529,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
TACOMA,345,-119.152,341,-45.529,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
TACOMA,345,-119.152,341,-45.529,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
TACOMA,345,-119.152,341,-45.529,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
TACOMA,345,-119.152,341,-45.529,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
TACOMA,345,-119.152,341,-45.529,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
TACOMA,345,-119.152,341,-45.529,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
TAMPA,61,67.841,62,25.486,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
TAMPA,61,67.841,62,25.486,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
TAMPA,61,67.841,62,25.486,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
TAMPA,61,67.841,62,25.486,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
TAMPA,61,67.841,62,25.486,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
TAMPA,61,67.841,62,25.486,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
TAMPA,61,67.841,62,25.486,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
TAMPA,61,67.841,62,25.486,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
TAMPA,61,67.841,62,25.486,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
WILMINGTON (NORTH CAROLINA),49,84.187,57,29.111,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,0,All ships,126240,
WILMINGTON (NORTH CAROLINA),49,84.187,57,29.111,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,1,Passenger ships,90384,
WILMINGTON (NORTH CAROLINA),49,84.187,57,29.111,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,2,Liquid bulk carriers,10426,
WILMINGTON (NORTH CAROLINA),49,84.187,57,29.111,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,3,Container ships,9604,
WILMINGTON (NORTH CAROLINA),49,84.187,57,29.111,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,4,Dry breakbulk carriers,3608,
WILMINGTON (NORTH CAROLINA),49,84.187,57,29.111,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,5,Dry bulk carriers,7134,
WILMINGTON (NORTH CAROLINA),49,84.187,57,29.111,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,6,Roll-on/ roll-off ships,3189,
WILMINGTON (NORTH CAROLINA),49,84.187,57,29.111,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,7,Liquefied petroleum gas carriers,1290,
WILMINGTON (NORTH CAROLINA),49,84.187,57,29.111,United States of America,2021S01,S1   2021,2021,S,Semi-annual,842,8,Liquefied natural gas carriers,605,
BALTIMORE (MARYLAND),76,54.641,68,23.73,Maryland,,,,,,,,,,
BANGKOK,299,-30.452,304,-14.923,Thailand,,,,,,,,,,
LAEM CHABANG,57,74.024,48,34.706,Thailand,,,,,,,,,,
SIAM SEAPORT,103,43.527,100,16.867,Thailand,,,,,,,,,,
BAR,183,11.238,182,4.639,Montenegro,,,,,,,,,,
BARRANQUILLA,159,16.034,163,5.981,Colombia,,,,,,,,,,
BUENAVENTURA,20,124.415,23,53.033,Colombia,,,,,,,,,,
CARTAGENA (COLOMBIA),12,152.95,15,61.901,Colombia,,,,,,,,,,
SANTA MARTA,143,20.317,137,8.715,Colombia,,,,,,,,,,
TURBO,267,-11.329,277,-6.623,Colombia,,,,,,,,,,
BATUMI,245,-2.241,233,-0.183,Georgia,,,,,,,,,,
POTI,226,1.404,213,1.537,Georgia,,,,,,,,,,
BEIRA,270,-12.045,268,-5.257,Mozambique,,,,,,,,,,
MAPUTO,321,-58.683,323,-26.003,Mozambique,,,,,,,,,,
BEIRUT,357,-183.442,356,-73.234,Lebanon,,,,,,,,,,
TRIPOLI (LEBANON),87,47.491,89,19.531,Lebanon,,,,,,,,,,
BELAWAN,250,-3.89,238,-0.48,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,0,All ships,88557,
BELAWAN,250,-3.89,238,-0.48,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,1,Passenger ships,53614,
BELAWAN,250,-3.89,238,-0.48,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,2,Liquid bulk carriers,10264,
BELAWAN,250,-3.89,238,-0.48,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,3,Container ships,7705,
BELAWAN,250,-3.89,238,-0.48,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,4,Dry breakbulk carriers,7802,
BELAWAN,250,-3.89,238,-0.48,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,5,Dry bulk carriers,5077,
BELAWAN,250,-3.89,238,-0.48,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,6,Roll-on/ roll-off ships,2162,
BELAWAN,250,-3.89,238,-0.48,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,7,Liquefied petroleum gas carriers,1764,
BELAWAN,250,-3.89,238,-0.48,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,8,Liquefied natural gas carriers,169,
PANJANG,246,-2.779,236,-0.399,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,0,All ships,88557,
PANJANG,246,-2.779,236,-0.399,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,1,Passenger ships,53614,
PANJANG,246,-2.779,236,-0.399,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,2,Liquid bulk carriers,10264,
PANJANG,246,-2.779,236,-0.399,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,3,Container ships,7705,
PANJANG,246,-2.779,236,-0.399,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,4,Dry breakbulk carriers,7802,
PANJANG,246,-2.779,236,-0.399,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,5,Dry bulk carriers,5077,
PANJANG,246,-2.779,236,-0.399,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,6,Roll-on/ roll-off ships,2162,
PANJANG,246,-2.779,236,-0.399,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,7,Liquefied petroleum gas carriers,1764,
PANJANG,246,-2.779,236,-0.399,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,8,Liquefied natural gas carriers,169,
TANJUNG EMAS,153,17.284,144,7.855,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,0,All ships,88557,
TANJUNG EMAS,153,17.284,144,7.855,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,1,Passenger ships,53614,
TANJUNG EMAS,153,17.284,144,7.855,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,2,Liquid bulk carriers,10264,
TANJUNG EMAS,153,17.284,144,7.855,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,3,Container ships,7705,
TANJUNG EMAS,153,17.284,144,7.855,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,4,Dry breakbulk carriers,7802,
TANJUNG EMAS,153,17.284,144,7.855,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,5,Dry bulk carriers,5077,
TANJUNG EMAS,153,17.284,144,7.855,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,6,Roll-on/ roll-off ships,2162,
TANJUNG EMAS,153,17.284,144,7.855,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,7,Liquefied petroleum gas carriers,1764,
TANJUNG EMAS,153,17.284,144,7.855,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,8,Liquefied natural gas carriers,169,
TANJUNG PERAK,107,41.333,103,16.338,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,0,All ships,88557,
TANJUNG PERAK,107,41.333,103,16.338,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,1,Passenger ships,53614,
TANJUNG PERAK,107,41.333,103,16.338,Indonesia,2021S01,S1   2021,2021,S,Semi-annual,360,2,Liquid bulk carriers,10264,
