Period,Period Label,Year,Frequency,Frequency Label,Economy Label,CommercialMarket Label,Median time in port (days),Average age of vessels
2020S01,S1   2020,2020,S,Semi-annual,World,All ships,0.9944,18
2020S01,S1   2020,2020,S,Semi-annual,World,Passenger ships,,20
2020S01,S1   2020,2020,S,Semi-annual,World,Liquid bulk carriers,0.9701,14
2020S01,S1   2020,2020,S,Semi-annual,World,Container ships,0.6861,14
2020S01,S1   2020,2020,S,Semi-annual,World,Dry breakbulk carriers,1.1757,21
2020S01,S1   2020,2020,S,Semi-annual,World,Dry bulk carriers,2.0868,14
2020S01,S1   2020,2020,S,Semi-annual,World,Roll-on/ roll-off ships,,17
2020S01,S1   2020,2020,S,Semi-annual,World,Liquefied petroleum gas carriers,1.0389,15
2020S01,S1   2020,2020,S,Semi-annual,World,Liquefied natural gas carriers,1.1111,11
2020S01,S1   2020,2020,S,Semi-annual,Australia,All ships,1.4889,21
2020S01,S1   2020,2020,S,Semi-annual,Australia,Passenger ships,,29
2020S01,S1   2020,2020,S,Semi-annual,Australia,Liquid bulk carriers,1.2563,8
2020S01,S1   2020,2020,S,Semi-annual,Australia,Container ships,1.3083,13
2020S01,S1   2020,2020,S,Semi-annual,Australia,Dry breakbulk carriers,2.226,12
2020S01,S1   2020,2020,S,Semi-annual,Australia,Dry bulk carriers,1.6215,10
2020S01,S1   2020,2020,S,Semi-annual,Australia,Roll-on/ roll-off ships,,13
2020S01,S1   2020,2020,S,Semi-annual,Australia,Liquefied petroleum gas carriers,0.9323,10
2020S01,S1   2020,2020,S,Semi-annual,Australia,Liquefied natural gas carriers,1.1851,9
2020S01,S1   2020,2020,S,Semi-annual,Canada,All ships,0.9944,27
2020S01,S1   2020,2020,S,Semi-annual,Canada,Passenger ships,,31
2020S01,S1   2020,2020,S,Semi-annual,Canada,Liquid bulk carriers,1.0917,12
2020S01,S1   2020,2020,S,Semi-annual,Canada,Container ships,1.6229,14
2020S01,S1   2020,2020,S,Semi-annual,Canada,Dry breakbulk carriers,1.0125,13
2020S01,S1   2020,2020,S,Semi-annual,Canada,Dry bulk carriers,0.5833,21
2020S01,S1   2020,2020,S,Semi-annual,Canada,Roll-on/ roll-off ships,,18
2020S01,S1   2020,2020,S,Semi-annual,Canada,Liquefied petroleum gas carriers,1.4882,11
2020S01,S1   2020,2020,S,Semi-annual,China,All ships,1.0556,13
2020S01,S1   2020,2020,S,Semi-annual,China,Passenger ships,,12
2020S01,S1   2020,2020,S,Semi-annual,China,Liquid bulk carriers,1.1132,11
2020S01,S1   2020,2020,S,Semi-annual,China,Container ships,0.5951,12
2020S01,S1   2020,2020,S,Semi-annual,China,Dry breakbulk carriers,1.2507,17
2020S01,S1   2020,2020,S,Semi-annual,China,Dry bulk carriers,2.0215,13
2020S01,S1   2020,2020,S,Semi-annual,China,Roll-on/ roll-off ships,,14
2020S01,S1   2020,2020,S,Semi-annual,China,Liquefied petroleum gas carriers,1.0083,15
2020S01,S1   2020,2020,S,Semi-annual,China,Liquefied natural gas carriers,1.1778,10
2020S01,S1   2020,2020,S,Semi-annual,Croatia,All ships,1.1111,17
2020S01,S1   2020,2020,S,Semi-annual,Croatia,Passenger ships,,16
2020S01,S1   2020,2020,S,Semi-annual,Croatia,Liquid bulk carriers,0.9476,14
2020S01,S1   2020,2020,S,Semi-annual,Croatia,Container ships,0.6507,13
2020S01,S1   2020,2020,S,Semi-annual,Croatia,Dry breakbulk carriers,2.1979,22
2020S01,S1   2020,2020,S,Semi-annual,Croatia,Dry bulk carriers,1.7819,35
2020S01,S1   2020,2020,S,Semi-annual,Denmark,All ships,0.7868,19
2020S01,S1   2020,2020,S,Semi-annual,Denmark,Passenger ships,,19
2020S01,S1   2020,2020,S,Semi-annual,Denmark,Liquid bulk carriers,0.7076,16
2020S01,S1   2020,2020,S,Semi-annual,Denmark,Container ships,0.4458,18
2020S01,S1   2020,2020,S,Semi-annual,Denmark,Dry breakbulk carriers,0.9441,24
2020S01,S1   2020,2020,S,Semi-annual,Denmark,Dry bulk carriers,0.858,15
2020S01,S1   2020,2020,S,Semi-annual,Denmark,Roll-on/ roll-off ships,,20
2020S01,S1   2020,2020,S,Semi-annual,Denmark,Liquefied petroleum gas carriers,1.0302,11
2020S01,S1   2020,2020,S,Semi-annual,France,All ships,1.2042,16
2020S01,S1   2020,2020,S,Semi-annual,France,Passenger ships,,17
2020S01,S1   2020,2020,S,Semi-annual,France,Liquid bulk carriers,1.0958,13
2020S01,S1   2020,2020,S,Semi-annual,France,Container ships,0.8062,14
2020S01,S1   2020,2020,S,Semi-annual,France,Dry breakbulk carriers,1.7167,17
2020S01,S1   2020,2020,S,Semi-annual,France,Dry bulk carriers,3.1076,13
2020S01,S1   2020,2020,S,Semi-annual,France,Roll-on/ roll-off ships,,16
2020S01,S1   2020,2020,S,Semi-annual,France,Liquefied petroleum gas carriers,1.1017,12
2020S01,S1   2020,2020,S,Semi-annual,France,Liquefied natural gas carriers,1.1625,9
2020S01,S1   2020,2020,S,Semi-annual,Germany,All ships,0.8205,19
2020S01,S1   2020,2020,S,Semi-annual,Germany,Passenger ships,,20
2020S01,S1   2020,2020,S,Semi-annual,Germany,Liquid bulk carriers,0.5208,17
2020S01,S1   2020,2020,S,Semi-annual,Germany,Container ships,0.9667,13
2020S01,S1   2020,2020,S,Semi-annual,Germany,Dry breakbulk carriers,1.0104,21
2020S01,S1   2020,2020,S,Semi-annual,Germany,Dry bulk carriers,2.6139,14
2020S01,S1   2020,2020,S,Semi-annual,Germany,Roll-on/ roll-off ships,,16
2020S01,S1   2020,2020,S,Semi-annual,Germany,Liquefied petroleum gas carriers,0.8333,13
2020S01,S1   2020,2020,S,Semi-annual,Greece,All ships,0.849,21
2020S01,S1   2020,2020,S,Semi-annual,Greece,Passenger ships,,19
2020S01,S1   2020,2020,S,Semi-annual,Greece,Liquid bulk carriers,0.6354,22
2020S01,S1   2020,2020,S,Semi-annual,Greece,Container ships,0.9861,16
2020S01,S1   2020,2020,S,Semi-annual,Greece,Dry breakbulk carriers,1.2424,33
2020S01,S1   2020,2020,S,Semi-annual,Greece,Dry bulk carriers,0.4056,26
2020S01,S1   2020,2020,S,Semi-annual,Greece,Roll-on/ roll-off ships,,32
2020S01,S1   2020,2020,S,Semi-annual,Greece,Liquefied petroleum gas carriers,0.9722,23
2020S01,S1   2020,2020,S,Semi-annual,Greece,Liquefied natural gas carriers,1.2007,11
2020S01,S1   2020,2020,S,Semi-annual,Indonesia,All ships,1.2271,21
2020S01,S1   2020,2020,S,Semi-annual,Indonesia,Passenger ships,,23
2020S01,S1   2020,2020,S,Semi-annual,Indonesia,Liquid bulk carriers,1.1972,16
2020S01,S1   2020,2020,S,Semi-annual,Indonesia,Container ships,0.9799,14
2020S01,S1   2020,2020,S,Semi-annual,Indonesia,Dry breakbulk carriers,1.2073,20
2020S01,S1   2020,2020,S,Semi-annual,Indonesia,Dry bulk carriers,3.2125,17
2020S01,S1   2020,2020,S,Semi-annual,Indonesia,Roll-on/ roll-off ships,,34
2020S01,S1   2020,2020,S,Semi-annual,Indonesia,Liquefied petroleum gas carriers,1.0788,20
2020S01,S1   2020,2020,S,Semi-annual,Indonesia,Liquefied natural gas carriers,1.4003,20
2020S01,S1   2020,2020,S,Semi-annual,Italy,All ships,1.3111,26
2020S01,S1   2020,2020,S,Semi-annual,Italy,Passenger ships,,29
2020S01,S1   2020,2020,S,Semi-annual,Italy,Liquid bulk carriers,1.2986,17
2020S01,S1   2020,2020,S,Semi-annual,Italy,Container ships,0.916,16
2020S01,S1   2020,2020,S,Semi-annual,Italy,Dry breakbulk carriers,2.0542,20
2020S01,S1   2020,2020,S,Semi-annual,Italy,Dry bulk carriers,3.6125,14
2020S01,S1   2020,2020,S,Semi-annual,Italy,Roll-on/ roll-off ships,,13
2020S01,S1   2020,2020,S,Semi-annual,Italy,Liquefied petroleum gas carriers,1.5465,12
2020S01,S1   2020,2020,S,Semi-annual,Japan,All ships,0.3993,14
2020S01,S1   2020,2020,S,Semi-annual,Japan,Passenger ships,,16
2020S01,S1   2020,2020,S,Semi-annual,Japan,Liquid bulk carriers,0.3063,12
2020S01,S1   2020,2020,S,Semi-annual,Japan,Container ships,0.3354,13
2020S01,S1   2020,2020,S,Semi-annual,Japan,Dry breakbulk carriers,1.1708,15
2020S01,S1   2020,2020,S,Semi-annual,Japan,Dry bulk carriers,0.8396,14
2020S01,S1   2020,2020,S,Semi-annual,Japan,Roll-on/ roll-off ships,,12
2020S01,S1   2020,2020,S,Semi-annual,Japan,Liquefied petroleum gas carriers,0.3403,15
2020S01,S1   2020,2020,S,Semi-annual,Japan,Liquefied natural gas carriers,0.9958,14
2020S01,S1   2020,2020,S,Semi-annual,"Korea, Republic of",All ships,0.8431,15
2020S01,S1   2020,2020,S,Semi-annual,"Korea, Republic of",Passenger ships,,17
2020S01,S1   2020,2020,S,Semi-annual,"Korea, Republic of",Liquid bulk carriers,0.8056,13
2020S01,S1   2020,2020,S,Semi-annual,"Korea, Republic of",Container ships,0.6153,13
2020S01,S1   2020,2020,S,Semi-annual,"Korea, Republic of",Dry breakbulk carriers,1.2375,18
2020S01,S1   2020,2020,S,Semi-annual,"Korea, Republic of",Dry bulk carriers,2.0333,15
2020S01,S1   2020,2020,S,Semi-annual,"Korea, Republic of",Roll-on/ roll-off ships,,18
2020S01,S1   2020,2020,S,Semi-annual,"Korea, Republic of",Liquefied petroleum gas carriers,0.8674,17
2020S01,S1   2020,2020,S,Semi-annual,"Korea, Republic of",Liquefied natural gas carriers,1.025,12
2020S01,S1   2020,2020,S,Semi-annual,Netherlands,All ships,0.5889,17
2020S01,S1   2020,2020,S,Semi-annual,Netherlands,Passenger ships,,15
2020S01,S1   2020,2020,S,Semi-annual,Netherlands,Liquid bulk carriers,0.5472,16
2020S01,S1   2020,2020,S,Semi-annual,Netherlands,Container ships,0.7917,14
2020S01,S1   2020,2020,S,Semi-annual,Netherlands,Dry breakbulk carriers,0.4,19
2020S01,S1   2020,2020,S,Semi-annual,Netherlands,Dry bulk carriers,0.2111,11
2020S01,S1   2020,2020,S,Semi-annual,Netherlands,Roll-on/ roll-off ships,,22
2020S01,S1   2020,2020,S,Semi-annual,Netherlands,Liquefied petroleum gas carriers,0.9757,12
2020S01,S1   2020,2020,S,Semi-annual,Netherlands,Liquefied natural gas carriers,1.0326,5
2020S01,S1   2020,2020,S,Semi-annual,Norway,All ships,0.4028,15
2020S01,S1   2020,2020,S,Semi-annual,Norway,Passenger ships,,14
2020S01,S1   2020,2020,S,Semi-annual,Norway,Liquid bulk carriers,0.6035,15
2020S01,S1   2020,2020,S,Semi-annual,Norway,Container ships,0.3295,16
2020S01,S1   2020,2020,S,Semi-annual,Norway,Dry breakbulk carriers,0.3042,23
2020S01,S1   2020,2020,S,Semi-annual,Norway,Dry bulk carriers,0.8472,15
2020S01,S1   2020,2020,S,Semi-annual,Norway,Roll-on/ roll-off ships,,18
2020S01,S1   2020,2020,S,Semi-annual,Norway,Liquefied petroleum gas carriers,0.7705,11
2020S01,S1   2020,2020,S,Semi-annual,Norway,Liquefied natural gas carriers,0.2576,14
2020S01,S1   2020,2020,S,Semi-annual,Russian Federation,All ships,1.4424,25
2020S01,S1   2020,2020,S,Semi-annual,Russian Federation,Passenger ships,,36
2020S01,S1   2020,2020,S,Semi-annual,Russian Federation,Liquid bulk carriers,1.1437,23
2020S01,S1   2020,2020,S,Semi-annual,Russian Federation,Container ships,1.3253,18
2020S01,S1   2020,2020,S,Semi-annual,Russian Federation,Dry breakbulk carriers,1.7493,31
2020S01,S1   2020,2020,S,Semi-annual,Russian Federation,Dry bulk carriers,2.4722,13
2020S01,S1   2020,2020,S,Semi-annual,Russian Federation,Roll-on/ roll-off ships,,31
2020S01,S1   2020,2020,S,Semi-annual,Russian Federation,Liquefied petroleum gas carriers,1.3903,11
2020S01,S1   2020,2020,S,Semi-annual,Russian Federation,Liquefied natural gas carriers,1.0688,8
2020S01,S1   2020,2020,S,Semi-annual,Spain,All ships,0.9021,17
2020S01,S1   2020,2020,S,Semi-annual,Spain,Passenger ships,,19
2020S01,S1   2020,2020,S,Semi-annual,Spain,Liquid bulk carriers,0.9007,12
2020S01,S1   2020,2020,S,Semi-annual,Spain,Container ships,0.6632,15
2020S01,S1   2020,2020,S,Semi-annual,Spain,Dry breakbulk carriers,1.2389,16
2020S01,S1   2020,2020,S,Semi-annual,Spain,Dry bulk carriers,1.8323,17
2020S01,S1   2020,2020,S,Semi-annual,Spain,Roll-on/ roll-off ships,,17
2020S01,S1   2020,2020,S,Semi-annual,Spain,Liquefied petroleum gas carriers,1.0097,14
